review_text,label
Purchased for a replacement battery.  Works well.  Not too hot or too cold.  Works great.  Great price.  Bought 2 to replace the batteries.  They were pretty much identical.,CG
"I had another brand before this one, and it worked perfectly.  This one is a bit different.  The blades are plastic, and the weight is plastic, so it is not quite as heavy as the original.",CG
"It is sensitive enough to find an easy way to turn it on or off. I have one in my bathroom.  The other is in the bathroom, and the first is in the shower.  I have one in",CG
This serves the puropose of keeping an electrician out of trouble.  This is a great one.I bought this to replace the Schlage 32-60-8 bulb that I replaced with this one.,CG
"Great tool with scant instructions. That being said, the tools are good. The only reason I gave it 4 stars is that the plastic parts are very loose, and the holes are very large.",CG
Purchased for an elderly woman.  She had an ugly bulb that she wanted replaced.  I ordered the new bulb and the bulb fit perfectly.  The light output was excellent.  The bulb is a bulb,CG
"I haven't had it installed yet. The only thing I've noticed is that the yellow button has a slight yellowish tint to it, which is probably the result of the light sensor not being properly calibrated.",CG
Was looking for camping lights that will be useful to me for camping around my house.  This is a great solution.  I am using it in the back yard to take care of animals.  I have been using,CG
I only ordered this to fulfill my 25 dollar order. I actually use this thing a couple of times a week. I thought it was going to be junk. Has ratcheting function and spare tips that are included store in the handle. Nice product.,OR
I only use these to spread glue. I tried to use them for painting and staining and it was a mess. Lots of hair kept coming out and they don't spread very well. For the price you can't beat it though. Arrived on time.,OR
I was really just looking for something that would exactly fit what the builder had used on my home so I wouldn't have to drill new holes. This was pretty much a replica of what I had and fit perfectly. Seems to work great.,OR
"Streamlight quality and very bright small light. Programming the different modes was quick and easy, though switching from low to bright take some getting use to. Not sure how long the batteries will last but I have an endless supply of them at work",OR
"We bought this for the porch light while we were out of town. It turns out that my son and daughter in law stayed at the house, so it wasn't needed, but we're using it anyway because it is so convenient. It works perfectly.",OR
Cool hand saw. Very well made and very sharp. The handles on this make it so easy to work. The hand saw comes in a nylon case for storage or to carry with you. I received this at a discounted price for my review.,OR
"Well-made level.  I don't know where it was manufactured, but it seems sturdily built.  Price line is good.  I gave it to my son for part of his birthday gift.  I'd buy another. . . and probably will. . .",OR
"This is a high quality clip but I have not used it much with my Leatherman Wave since it is a bit heavy to clip to your pocket. However, given the price, it is nice to have a clip handy should I need it.",OR
Great looking compact knife that gives you full access the the cutting power of the razor blade.  Slice through cardboard like a hot knife through butter.  Reverse the blade when the first side becomes dull and you are ready to go again.,OR
"I installed four of these bulbs in kitchen recess fixtures less than a year ago, and three of them have already gone dark.  These lights probably burned 5 hours a day on average.  Do the math, and do not buy these bulbs.",OR
"Put this on my Skill Circular Saw, huge difference from the old blade.  Cuts much cleaner and way faster.  Makes it easier to cut a straight line.  Over all great improvement and much cheaper than what I would have gotten locally.",OR
Nice solid machine.  The only negative is it's under powered.  Slows down when sanding large planks. Great for small piece sanding.  You just have to let the machine do the work and don't push to hard.  Great for the price.,OR
"I replaced the hardware on my bureau and what a change!!
It updated the look.  the items is not large, but a perfect size. The rubbed bronze makes the difference. The item came within days, at least 5 days prior to actually delivery date.",OR
"I buy Danish Oil by the pound and they are just too expensive.  So I bought one.  The packaging is pretty nice, but the packaging is not.  The packaging is nice, but it is not in good",CG
I have tried numerous putty saws and this one is the one I have. I have used it a lot and the blade is a solid and sharp blade. It cuts great and it is worth the price.,CG
I'm very pleased with this purchase. The quality and quality of the product is excellent. I'm very pleased with the purchase. I will be ordering more of these to replace the old ones that I have.,CG
well hope they never will.It's a very bright flashlight.  I have a large collection of other tools.  The only thing I can say is that it's a very bright light.  I have been using it,CG
"Product is made in China.  I have bought many other brands of knives for my home and they all have the same thing.  The knives are designed to be ""good"" and ""handy"" and they are in",CG
I had read the reviews and thought I would try these out.  These work well and look great.  I had to replace a couple of the light fixtures in the house.  The only thing I didn't like is,CG
Replacement Tap for the 627-20-Cord.  Not included.  This is a great replacement.I bought this to replace the Schlage 32-60-Cord.  This is a very well,CG
"If you are looking for a simple, lightweight, comfortable, and inexpensive light, this is the light for you.  The design is solid and the light is attractive.  I would definitely recommend this product to anyone. ",CG
"Very good high quality set. The only problem is that it comes with a small screw driver. If you want to use a tool that is as good as this set, it's worth it.",CG
"Easy install, looks nice on my desk and the finish is good.  I have a large desk and a small desk.  I am using this with the Toto E38 4-inch saw and it is very well",CG
"nice and small, yet rugged.  I love the finish.  The blade is a little hard to grip (as I had to use a clamp to get the blade to drop).  The edge is a little hard to",CG
Organize my uncluttered trunk neatly.  I love the look.  My husband likes it!Very nice.I bought this to replace the Schlage 32-60-8 bulb that I replaced with this one.,CG
"I was very pleased with this set and the finish. I will be purchasing more for my own.I bought this for a friend, who lives in the North Dakota area. She used it to make a painting of a tree",CG
Well made machete with a well designed holster. Holster is made so it will set at an angle on the belt for easy extraction. Blade is supper sharp and should be handled with care. I would recommend this item if you need a good machete.,OR
Only 3 out of 4 bulbs worked. I have been using them for 3 weeks now and they are all turning black. They look terrible if they are off. My first impression was good deal but not at all after 2 weeks it went downhill.,OR
Perfect. It gives just enough light and is light weigh but sturdy. I actually put this on the top of a tall secretary that sits in a dark corner of my living room and it really lights up the dark spot. I am very pleased.,OR
"Light always stays on, wired it every which way possible.  Not sure if its supposed to, but I needed a 240volt switch to control a compressor located in a back room and wanted the light to only be on when the switch is on.",OR
"I an using them on an old Stinger shop vac to clean out my pellet stove (I know, I know you're not supposed to) and am not getting the dust all over the house.  The stove and ash is completely cold before I start.",OR
"Steel channel and brass tightening knob keep blade wiggle free and gives the plastic handle added weight. Handle shaped nicely for cutting. Unlike most snap blade knives, this one does not click at incremental stops. For heavy duty jobs, get one with the bigger blade",OR
"This is about the size of a deck of cards (bulky in my opinion), construction is OK.
For the money, find the VIPERTEK 17,000,000 Micro stun gun instead. Much smaller, bigger punch, fits into hands easier. I have both and like the 17MV one much better.",OR
"Exactly as advertised.  There isn't much that you can write about small lights, but these do burn very brightly, and flash through all the colors after warming up for a few seconds.  They were sent via USPS, and received in about three days.",OR
I love it.  I use it as an alternative to the cold weather bathing pad.  It is so soft and absorbs the most of the UV light.  It is very easy to clean and it does not get dusty like a regular one.,CG
"I love these! Makes my dog's coat softer and more shiny. Also, my dog does not seem to mind the odor. I will definitely order these again.I'm a very picky cat and this shampoo is amazing. I've used it for years",CG
"I really like this bedding.  It's lightweight and comfortable for my puppy, and the mesh fits her perfectly.  It's also a great size for her to lay on.  The only thing I would change is to cut out a bit of the",CG
Love the cage. It fits perfect. The only problem is that it's too small for my dog. I bought this for a friend's cat and she's a huge fan of it. The only thing I can say is that it's very sturdy.,CG
"My three parakeets love these treats. The only problem is that they are kind of hard to find.I bought this for a friend who has a parakeet who had a very sensitive stomach. She had severe diarrhea in the past, and had been",CG
This is exactly as advertised. We have 3 dogs and they all love it!We have been using this for a long time and it seems to last us a long time. The only problem is that it is hard to open. I am very disappointed.,CG
"Sprayed on cats and dogs yesterday, found a tick today on one of the dogs. Ticks don't bother me as much as the fleas do so I hope this stuff works on them better than it did the ticks. Smell was fine, not to strong and hasn't irritated any of the pets.",OR
"They seems to be good quality. The only problem is that it's kind of hard to put the bottom on top. The plastic part is also hard to put on the sides.I have used this product for about a year now, and it works great. ",CG
"Great leash. I was hesitant to give it a try because I didn't want my dog to feel secure while using it. The leash itself is very sturdy, and the cover is very sturdy. I have had it for a few months now, and it is very",CG
Thought this would be great for a puppy with long legs but it's too small for a dog with a short leg. The front part is too small for a puppy with a long leg.The dog loves it.  She's a bit lazy but it's,CG
"Very Noisy. The pump itself is a little noisy, but I will keep it for the next couple of months. Great price and I will definitely order again!I bought this for my puppy's tank.  It is a good size for a small dog.",CG
"My cats are waiting for this to be delivered.  I will keep my lab in the house.I bought this for my dog, and it is the best product I have found for him. It is great for him to sit in the car when he is hungry",CG
Quality fountain. Works great. Our dog has been using it for a month now and it's been just fine.  Great price and I will definitely order another one.I'm a very picky cat and this shampoo is amazing. I've used it for years,CG
"This is my second purchase of this item. I've tried other brands, but this one is the best. The plastic is solid and is easy to clean. I've been using it for about a year now and it's working well.",CG
Our two cats are so happy with the quality and quality of this product!  I have one cat and two small dogs and I am very happy with the purchase. The only problem is that the blades are not sharp enough to cut through the fabric.,CG
"Good size, light weight with a nice, wide opening. I will definitely be buying this again.Great product. Great price. I am a small dog, and this was a great value for the money.  It was a little pricey for a small dog,",CG
"My cat has asthma and this litter has been a god-send. Clumps really, really well. I tried to switch her back to regular cat litter, but she began having asthma attacks again. This stuff works!  It does not cure her asthma, but is not as much of an irritant as regular litter.",OR
Really like it but mine started getting really loud after not even a month. I oil the blade and clean it properly but sometimes the switch to change sizes sticks and also the 10 will randomly start catching hair. Which really sucks because I use that more than any of the other lengths..,OR
"These are fantastic! We bought two for our two cats. When we decided to get a puppy, we immediately came back to buy one for him. The quality is amazing. Very durable. They hold up very, very well. The colors are bright and fun. No chipping, no fading, these really are just wonderful.",OR
"My Guinea pigs love these!  They arrived on time and the expiration date is almost 2 years away.  They're a little hard, so I soak them in water for about a minute.  My Guinea pigs reach for them and can hardly wait to get them.  Great product and Seller.",OR
"I fed a tiny bit of this to 2 nothobranchius guentheri fry (baby killifish). They had been doing fine on freshly hatched fairy shrimp for 3 days, so I figured it was time to move them up to a slightly larger food. Within 1 hour of feeding this stuff both fish were dead.",OR
"sometimes they work, sometimes they don't.  They say it's according to how many fleas are around to hop aboard and keep pestering until that they bite the dust.  I guess it's better than not using anything but frustrating to have your pet still scratching and licking (just maybe not as much?)...",OR
I've been using this product daily and it doesn't seem to be working.  I've previously bought Angel Eyes in powder form that worked within a week.  Completely got rid of my white fur dogs brown eye drippage.  That was no longer available which is the reason I bought this product.,OR
Perfect for my Cat Food on Top and my Dog Food on the Bottom and store the bags in the pantry. Best price ever on Amazon compared to the popular Pet Stores. LOVE it!  It rolls around and is so handy when feeding hungry cats and dogs.,OR
"My cats favorite canned food. I do not know healthy this is, but it is the only canned food my picky eatters will touch. I have a fifteen year old cat that has been eating this for years so it must not be too bad. She is still as healthy as could be.",OR
"Lovely little sweater I bought for my puppy.  She is a puppy who is a strong chewer.  She loves to jump up on the couch, and jump on the bed.  She's a little smaller than I thought, but it's not her fault",CG
"This is by far the best harness I've ever used for my puppy! He's been wearing it since we got him, and he loves it! The harness is sturdy, and it's comfortable to wear. It's a little thin on him, but he doesn't",CG
"Good price for this product.  I have bought many other brands of pet collars, but this is the one I choose.  The stitching is very well-made and it is easy to put on and off.  The size is perfect for my dogs and is",CG
"This hay is usually good for an older dog, but I will admit that my older dog has a sensitive stomach.  The hay is also good for the dog who eats it, and that's what I feed her.  I will keep it for as long as she",CG
The dogs love these but the ones I bought were too small. These have a strong grain-free taste. The dogs will eat anything but the Tylenol. I have used this product for about a year and a half.,CG
"This light has been very nice. The only problem is that it's too small for my dog.I bought this for a friend's cat and she is a huge fan of it. It is a little hard to get on her, but it's not really heavy so",CG
"The collar is really pretty.  It's a very comfortable collar.  The only reason I'm giving it 4 stars is because I don't want my dog to wear a collar that's too big.  It's not a large collar, it's a very small",CG
I really like the looks of this and the materials. I will keep purchasing it.Very nice.I bought this for a friend who has a small dog and she had a very large ear. It was her only ear. I am very pleased.I bought this for,CG
"Product not any thing like this. The only reason I gave it 4 stars is because the one we bought from the vet said it was ""too small"" and ""too big"". This is a small toy and the vet says it will last a few years.",CG
"Odormute is the only thing that has kept the dogs from chewing it.  It's been one of the few things that has kept our dogs from chewing the plastic, so it's a nice bonus.  It's not a chew toy, it's a",CG
"I'd just bought a house and it was just too big for my puppy, so I bought the extra large. I had to get a larger one, but it worked out great.I have used this product for about a year now, and it works great. ",CG
Not to sure if it works or not.  I've tried it on my dog and he doesn't seem to mind it.  I also have the Toothed version and it's just not as effective.  I'm not sure if it is just me or,CG
"If only my cats would eat it, but they love it.  If you have a cat who is allergic to the stuff, then this is the product you need.  I've been giving it to my cat for a few months now and she is very active and",CG
My lab is always hot. We have had this on him for about a year now and he has never had an issue. The only thing I can say is he loves this toy and it's worth the price. It's a little pricey for a toy he really likes,CG
We are taking care of an abandoned cat outdoors and I can tell you that this works perfectly! The water stays cold and there is no freezing - no ice at all. We've had quite a bitter winter this year. A lot of 1 digit and below 0 days and it works just great.,OR
"Julia and Noah's story is my first by this author and I loved it. It is a romance with a great technical story about extreme sports and not just fluff.  If you like your romance to have a a solid story behind it, this book is for you.",OR
I have completed another Jack Ryan storey.  He  never disappoints and I was very impressed  with young Jack Jr and his buddies from the Campus crew. May Mr Clancy rest in peace and God bless his family. It has a 5 star rating in my opinion.,OR
"As the author predicted, it took a very long time to read this trilogy but the very fact that I read it to the last page is proof that it is more than good. I ached for the friendship of Blays and Dante. I wanted a love for Dante.",OR
This book was so good. Tee and Mercuri's story is full of love and learning how to trust each other unconditionally. They are loyal to their friend who are close to them as siblings. This book is about the power of love and loyalty.,OR
I gave this 5 stars because it was an interesting and well written book that I would recommend to anyone.  I had a lot of fun with the characters and the storyline.  This book had many twists and turns that kept me interested from beginning to,CG
"I really can't say this enough. The story is just too good. There is a strong female lead that is not the typical villain, but she is the perfect hero. The chemistry between the two is so great. I love how the author allows",CG
"Some stories just make you want to read the next one. If you have been following the series so far, you will be familiar with the characters and the plots. This is a good book to follow in the next book.",CG
What a great book... what a sweet and sweet story. I will definitely be reading the next one.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would highly recommend this book,CG
"One of the Caliber women, Juliette, has decided that she wants to go to college and is determined to get the best possible education.  She is not sure if she should go to college or stay in college.  She has been thinking",CG
I couldn't wait for Damon and Juliette's story. I will admit that I was a bit nervous about reading this story. I liked how Damon and Juliette got to know each other better. They had a great relationship and I loved how they,CG
"Although John is relatively new to the world of BDSM, he's also a very strong one. He's not the type of guy you want to have a ""good"" relationship with. He's a little bit of a jerk, but he's",CG
Three great stories that will keep you guessing. I loved it. I would recommend it. I read this book in one sitting. The characters were great. I enjoyed the story. It was a good read.,CG
I never saw anticipation written into my head. I was expecting a lot of action and suspense. There was a lot of sexual tension and then the beginning of the book was boring. It was hard to get into the story.,CG
Great continuation of the series.  I love the characters and the history.  I would recommend this to anyone who likes historical romance.This book is filled with a great story of how a family of family members came together in the 21st century.,CG
I read this book over and over again. It is a great book for a beginner to start.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would highly recommend this book.,CG
I read about 15 to 20 books in the series. I will admit that I read a couple of them before I had the time to read the whole series. This was a very enjoyable read.I had no idea that this book would be one of,CG
I struggled to connect with the characters and the plot. I didn't understand how the author could have used so much emotion in the story. The characters were not believable. There were times I wished there was more to the story.,CG
"It took awhile for me to get into the story. I did love that it was a standalone. I read the first two books, but they didn't feel like a great read. The story was well told and kept me engaged.",CG
I loved this book. I bought it this afternoon and couldn't put it down. My only complaint is I want more. I like how this book is focused more on story content instead of extremely long and raunchy sex scenes which are over done in a lot of current fiction.,OR
"I love the characters (and there are many!) and although there are many, each one retains their own individual identities. I love the intricacies of the plot. I love the action. I could go on, but I'm dying to start the next book in the series. I highly recommend it.",OR
"Just enough humor to keep one laughing but plenty of red herrings for the mystery buff.  And then there is the ""Lucy/Ethel"" moment.  That one is either a twist on Lucy and Ethel and their antics or Stephanie and Lulu in the Plum series.  Worth the read.",OR
I loved this book!  I usually get tired of post apocalypse stories but this one held my attention until the very end. There were moments in the book I couldn't stand having to wait to find out what happened. but it was well worth reading every single word.,OR
I thought the book was awesome and loved how the characters tied into the Bear Claw Security books. Once again Terry did a wonderful job about writing a love story about a shifter finding a mate. To make it better...he is a rock star! This is a must read story!,OR
This second in the series deals with a totally different sort of crime. A political conspiracy that erupts into a violent ending that you will not want to miss. I am getting ready to read the third book in the series and can't to see what the Hunters do next.,OR
Great Book love the way the author made me feel like I was there .You are going to have to go read the book and see what you think about the book.  Thank you for letting me read the book I Love it . Thank you  from Patricia,OR
I can't believe it! I've never met a D.B. Book that I didn't absolutely LOVE! This book ends on a HUGE cliffhanger but I can't wait to read the next in this series. OMFG! Garrett!! I really want to see how this all plays out. How long must I wait?!?!,OR
Yess boo you have done it again it was different than the other books but it was the bomb I love blockka he the s*** but poor Bella can't catch a break I hope her break come in part 2 keep those books coming I haven't missed a book yet,OR
Excellent book. I loved the characters and the premise. The writing was spot on. My only problem was it was too short! I want more! Thank goodness the other two books in this series are out and winging their way to my Kindle even as I type this.,OR
"A Highlander's Obsession is a great story!!! I absolutely loved it! I want my own Creighton!!! (what woman wouldn't?) This book kept me enthralled from beginning to end. Definitely going on my to be re-read book list!
I was given a copy of this book in exchange for an honest review.",OR
"In the Arrows of Islam, an amazing story about a young woman who is pursuing a career in the Arabic Language.  The story is a bit different than most of the other stories in this series.  It is a good read, and one I would",CG
I really enjoyed this story.  The characters were well developed and kept my interest.  The story is well told and the story moves at a good pace.  I would definitely recommend this book to others.  Highly recommend it.I absolutely loved this,CG
I really enjoyed this short story. The characters were well developed and kept my interest. I recommend this story. I had a lot of fun with this book. It was a very interesting read. It had a great story line and a good ending.,CG
My 3 year old loves reading about zombies and the zombies.  She also loves the fact that we get a peek into the house of a zombie and the zombies are not a real threat to her.  She is in a zombie apocalypse and can't imagine,CG
"Adorable, sexy and romantic ageplay.  I love the way these two men work together to help each other.  If you want a great, hot and steamy erotic romance with a strong female lead, then this is the book for you.",CG
"Left me wanting more. Cassie and Trace are the perfect couple. I really enjoyed this book. It's not the best book I've read by far. There are a lot of errors, and it's not a good book.",CG
"When I read the first book, I thought it was a bit boring, but I was pleasantly surprised.  The story is told from both Finn and Carrie's point of view, and the characters are well developed.  The main characters are well developed,",CG
"This book is not just a romance, it's a story about love, loss, and how we can move on. The love story is emotional and the words are so well written that you feel as if you are in the moment. The characters are well",CG
Lots of action. Well written and an entertaining story. Very good book. I enjoyed the whole series. I read this book in one sitting. The characters were great. I enjoyed the story. It was a good read.,CG
This is a book that will leave you with a sense of wonder as to how the universe works. I had a lot of fun with this book and I'm sure it will be worth the read. It was a very enjoyable read.,CG
Nice short easy read that will leave you with a smile on your face.  I was given an ARC in exchange for an honest review.  The author is a wonderful writer and I look forward to reading more of her work.I enjoyed this story.,CG
"I thought Lucia Jordan got a little too much going on in this book, but I was just glad she didn't. The book was a bit too quick and predictable. The chemistry between the two was a little rushed. The main characters were a little too",CG
"The series started off good, but it kept getting worse. I didn't really like the way the story ended. I had a lot of frustration with the way the story ended. I wanted to go back and read the next book in the series.",CG
"This is one of my favorite books by the author. I will admit that I was a little nervous about reading this story. I am not going to tell you what to expect, but I will say that it is a good read. The characters are well",CG
I learned a lot from this book.  There is a lot of information on how to structure your tweets and what kind of tweets.  I had never seen any one separate them in those categories before.  Keeping as a reference.  I'm now interested in his other books.,OR
I really enjoyed this romance book.  Selena and Peter are really likable characters and I enjoyed their interaction together.  Selena was a free spirit who could not stay at one job for long and Peter longed for her.  I enjoyed their story and it was a fun read.,OR
This is one of the first books that really made me sleep cause is only about a girl with insaecurity issues that overcomes it with boobs to become a slut or person who used his boobs to go forward (in the book only talked of the process to buy her boobs).,OR
"Somewhat interesting book, but it doesn't really give you a good idea of how to read it.  It's not the best book, but it is worth a try.Great readI enjoyed this book.  It was a little slow for me.  I don't know how I would rate a book without a lot",CG
"I'm a lover of all things Greg, and this is one of his best. I'm not a fan of the old adage, ""Only get what you think you deserve."" This book takes the old adage and turns it into a reality. This book is a great read for anyone who likes to read a quick and easy read",CG
Awesome for learning about the web. The pieces are sturdy and the puzzle is well made. The pieces are so small that it's difficult to attach them to the puzzle. The pieces are made of,CG
"My baby likes watching the little ones chew on the pieces. The only reason I gave this a 5 stars is because I am a baby lover, and I'm a collector.",CG
"I'm a pediatric occupational therapist and have been practicing the basic set of skills for my students since they were a year old. The set is designed to teach basic math, so it is designed to",CG
Arrived on time and as described. The pieces are sturdy and will last for a long time.Great product. Great price! I am a huge fan of Tootlemania and this is,CG
"I bought this kit for my daughter and she loves it.  She also loves the tiny pieces.  She plays with it often, and it is easy to clean.  She has been playing",CG
"So far this works great! We have had the wooden trains for a few months now and this one is a favorite.  The plastic parts are very sturdy, and the train is very sturdy.",CG
This was great! I ordered this for my son's third birthday and he loves it! He has been playing with it for about an hour now and is still learning to use it.,CG
"This is a very fun toy. The pieces are sturdy and the pieces fit well in the container.

I had to get a couple of extra pieces to keep the pieces in the container.",CG
My son loves this vehicle. We have the Brio and the Queen. This is the first one we have that we know about. The Brio is the first one we have that we know,CG
Great doll. just love the blue and green colors. My daughter loves her batman!Very nice. I bought this for my son for Christmas and he absolutely loves it.,CG
This is a huge pack of fun and the kids love it. My son loves this one. I bought this for my son for Christmas and he absolutely loves it.,CG
I bought this for my son for Christmas.  He loved it.  He loves to play with it and plays with it often.  He is 3 and loves to take it out of the,CG
"Good condition cards. But there are a couple of flaws. First, the cards themselves are tiny and the bottom of the box is plastic, which is not the case with the cardboard.",CG
"Bought this for my 4 year old granddaughter. She loves it. She also loves the music and the colors. Great for the kids, too. My daughter is 4 and it is pretty easy",CG
No trigger...just pump and go.  I love the wooden trains.  I also like the fact that the bottom is adjustable.  I am not sure how the plastic trains would hold up,CG
My daughter wanted this so badly.  It's just too big.  It's been one of my favorite toys.  I wish I could get the game to be a little smaller so it,CG
"Out of all of the little ones, the one I received was a lot smaller than I expected.

I had to get a larger version of the game, so it is not that big",CG
"Very poor quality! I wasn't expecting it to be as sturdy as it is, but I was disappointed. I bought this for my son for Christmas and he absolutely loves it.",CG
The ink is awful!! Plan to buy refill ink immediately. The stamp shows up so light on the paper it's really hard to even see it. The stamps themselves are adorable and the only reason we didn't return it!,OR
"This product was not an instant hit at the store. I will say that my daughter was excited to get this. The plastic parts are very sturdy, and the cover is very sturdy.",CG
"<div id=""video-block-R17GZ2UXH4BCHJ"" class=""a-section a-spacing-small a-spacing-top-mini video",CG
"Well I definitely got some of the basic pieces, but I will admit that my daughter was pretty disappointed. The game is very simple, and takes a lot of time to get going.",CG
"While this is a cute little set, the wooden pieces are a little difficult for the kids to grasp.  The pieces are plastic, but they're not plastic, so it's not like they're",CG
"If you need an add-on, this is the one. I will admit that my daughter was pretty bummed that this thing didn't come with a video camera. It took a lot of work",CG
these are good i thought it would be a little more expensive but it is just the right price.I bought this for my son for Christmas and he absolutely loves it.  It's made of a,CG
These are ridiculously fun! Bought'em for my 3 year old. He loves them! He loves to throw them around and we had a blast! Will definitely buy more!Great game for kids and,CG
My 4 year-old girl loves this toy and she has been playing with it for a couple of weeks now. The game is easy to understand and is fun to play.,CG
Our 6 year old grandson (who is an avid collector of all things Star Wars) was just starting to get into the Star Wars universe.  The basic idea of this toy is pretty simple.,CG
Wrangler jeans are the best. Great fit and price!! Cheers!!,OR
We love these shoes.  My kids wear them everywhere.,OR
somewhat to large for me.  But they are OK,OR
"Go with your gut for sizing, you'll be better off.",OR
had to hem the cuffs was 1 in to long,OR
Love love love these!! Will be buying more again soon,OR
They fit a little loose but I still like them,OR
alot of snaps to attach...does the job once buttoned up...,OR
Exactly as described and just what I was looking for.,OR
These are very comfortable.  They have the wide width which is perfect.  They are warm and,CG
Great levis (559)!  My daughter loves them.  I've had her for a couple,CG
it works. it looks like a real watch. it is a little snug but not too tight.,CG
"Son is ok with these, but they are a little tight around the waist, so I'm not",CG
"Need to be broken in, but I am very pleased with it.Nice bag!Very pretty.",CG
Very comfortable. Slightly larger than expected. The only problem is that it's a little too large for,CG
"As always, Asics delivers.  They have the quality and comfort of a Uggs.",CG
I bought for a gift and it arrived on time. I will keep it for myself and my husband,CG
"The hat was smashed on the side and the chain broke.

The only reason I ordered this",CG
Good value and quality. I'm a professional with a lot of work. These pants are awesome!,CG
"It's a very cute outfit, but the quality is just not good.",CG
Wanted the pants in MOUCHA colors. The quality is good but the waist is a little,CG
False advertising! There is NO PRICE! Buy it! I will keep my money!Very pretty,CG
Nice lightweight shirt. Looks good and has the wide brim. I will keep it.,CG
"They look different in person, but the quality is just right.  The only reason I ordered the",CG
"Too short for my lip, but I thought it would fit better.  It's a pretty good",CG
for a size medium they are a little tight on me but otherwise they are great!Very pretty.,CG
"Material is soft and conforms to my body. It is a little snug for my small size,",CG
"decent quality, needs more garter belt. The only problem is that it's a little too",CG
Works perfect.....spotted my luggage instantly.  I love the look and feel of it!,CG
"Very good support in a small size, the materials are thick enough to make it comfortable to wear.",CG
"belt is sewn in, but it has the wide width. I normally wear a size 10 and",CG
Fits fine and the grandson looks cute in it. Very good quality. Nice bag.,CG
